id;username;text;retweets;geo;sentiment
1.16214158907196E+018;aninhamafra_;ontem eu passei literalmente a tarde INTEIRA procurando roupa e sapato na dafiti e adivinha? Tudo o que eu gostei estava esgotado! white problem do dia de alguém que calça 34 e veste p;0;;1
1.16211823026732E+018;hippiefromearth;comprei uma calça e um sapato q k devia simplesmente pq a dafiti ta demorando séculos;0;;1
1.16175958653526E+018;GafanhotoApp;[dafiti] Sapato Couro West Coast Liso Marrom por R$94,99 https://gafanho.to/oferta/sapato-couro-west-coast-liso-marrom;0;;1
1.16175355929111E+018;GafanhotoApp;[dafiti] Dafiti | Sapato Couro West Coast Liso Marrom | R$94,99 | 2x https://gafanho.to/oferta/dafiti-sapato-couro-west-coast-liso-marrom;0;;1
1.16175319237759E+018;hardmob_promo;Dafiti | Sapato Couro West Coast Liso Marrom | R$94,99 | 2x https://www.hardmob.com.br/threads/724230-Dafiti-Sapato-Couro-West-Coast-Liso-Marrom-R-9499-2x;0;;1
1.16145192404822E+018;dougcosta_27;Agora sapatos de modo geral, a dafiti é uma boa opção;0;;0
1.16024220925556E+018;amayarapb;10min esperando e eu comprei 3 sapatos na Dafiti;0;;0
1.16001002452304E+018;LeoSturmer;Amiga nunca mais compre sapatos na dafiti;0;;1
1.15985247722063E+018;marianadniela;e eu que comprei 4 sapatos na dafiti e ta chegando um por dia;0;;0
1.1595286263098E+018;amandaalima__;Fui comprar 2 calçados na Dafiti e o frete saiu mais caro que os sapatos kkkkk ata que vou comprar;0;;1
1.15929626243437E+018;viajesdeaventur;Calçados e Moda Online - Sapatos, Roupas, Bolsas e Mais | Dafiti-Compre calçados e moda online na Dafiti. Aqui você encontra as melhores marcas de sapatos, roupas, bolsas, acessórios, perfumes, produtos de beleza e decoração. Aproveite! https://bit.ly/31tvQsX;0;;1
